column_name,brand_id,brand_name,question_code,attribute_name
QME2 - Trà mật ong Boncha_Usually do not have sale promotion while other brands have,6001,Trà mật ong Boncha,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - Trà mật ong Boncha_Do not want other people see when I drink/buy this brand,6001,Trà mật ong Boncha,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - Trà mật ong Boncha_Unpopular brands,6001,Trà mật ong Boncha,QME2.Barriers,Unpopular brands
QME2 - Trà mật ong Boncha_Do not like recent packaging designs,6001,Trà mật ong Boncha,QME2.Barriers,Do not like recent packaging designs
"QME2 - Trà mật ong Boncha_Does not elegant, premium",6001,Trà mật ong Boncha,QME2.Barriers,"Does not elegant, premium"
QME2 - Trà mật ong Boncha_Asked but the store does not sell it,6001,Trà mật ong Boncha,QME2.Barriers,Asked but the store does not sell it
QME2 - Trà mật ong Boncha_Not preserved in cool place,6001,Trà mật ong Boncha,QME2.Barriers,Not preserved in cool place
QME2 - Trà mật ong Boncha_None,6001,Trà mật ong Boncha,QME2.Barriers,None
QME2 - Trà Jokky_Do not like the flavor/The flavor do not taste good,7000,Trà Jokky,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - Trà Jokky_Unhealthy,7000,Trà Jokky,QME2.Barriers,Unhealthy
QME2 - Trà Jokky_Do not trust in product quality,7000,Trà Jokky,QME2.Barriers,Do not trust in product quality
QME2 - Trà Jokky_Expensive than I expected,7000,Trà Jokky,QME2.Barriers,Expensive than I expected
QME2 - Trà Jokky_Too cheap,7000,Trà Jokky,QME2.Barriers,Too cheap
QME2 - Trà Jokky_Does not have enough flavour that I want to choose,7000,Trà Jokky,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - Trà Jokky_Has higher sugar than I needed,7000,Trà Jokky,QME2.Barriers,Has higher sugar than I needed
QME2 - Trà Jokky_Usually do not have sale promotion while other brands have,7000,Trà Jokky,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - Trà Jokky_Do not want other people see when I drink/buy this brand,7000,Trà Jokky,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - Trà Jokky_Unpopular brands,7000,Trà Jokky,QME2.Barriers,Unpopular brands
QME2 - Trà Jokky_Do not like recent packaging designs,7000,Trà Jokky,QME2.Barriers,Do not like recent packaging designs
"QME2 - Trà Jokky_Does not elegant, premium",7000,Trà Jokky,QME2.Barriers,"Does not elegant, premium"
QME2 - Trà Jokky_Asked but the store does not sell it,7000,Trà Jokky,QME2.Barriers,Asked but the store does not sell it
QME2 - Trà Jokky_Not preserved in cool place,7000,Trà Jokky,QME2.Barriers,Not preserved in cool place
QME2 - Trà Jokky_None,7000,Trà Jokky,QME2.Barriers,None
QME2 - Trà sữa C2_Do not like the flavor/The flavor do not taste good,8000,Trà sữa C2,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - Trà sữa C2_Unhealthy,8000,Trà sữa C2,QME2.Barriers,Unhealthy
QME2 - Trà sữa C2_Do not trust in product quality,8000,Trà sữa C2,QME2.Barriers,Do not trust in product quality
QME2 - Trà sữa C2_Expensive than I expected,8000,Trà sữa C2,QME2.Barriers,Expensive than I expected
QME2 - Trà sữa C2_Too cheap,8000,Trà sữa C2,QME2.Barriers,Too cheap
QME2 - Trà sữa C2_Does not have enough flavour that I want to choose,8000,Trà sữa C2,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - Trà sữa C2_Has higher sugar than I needed,8000,Trà sữa C2,QME2.Barriers,Has higher sugar than I needed
QME2 - Trà sữa C2_Usually do not have sale promotion while other brands have,8000,Trà sữa C2,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - Trà sữa C2_Do not want other people see when I drink/buy this brand,8000,Trà sữa C2,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - Trà sữa C2_Unpopular brands,8000,Trà sữa C2,QME2.Barriers,Unpopular brands
QME2 - Trà sữa C2_Do not like recent packaging designs,8000,Trà sữa C2,QME2.Barriers,Do not like recent packaging designs
"QME2 - Trà sữa C2_Does not elegant, premium",8000,Trà sữa C2,QME2.Barriers,"Does not elegant, premium"
QME2 - Trà sữa C2_Asked but the store does not sell it,8000,Trà sữa C2,QME2.Barriers,Asked but the store does not sell it
QME2 - Trà sữa C2_Not preserved in cool place,8000,Trà sữa C2,QME2.Barriers,Not preserved in cool place
QME2 - Trà sữa C2_None,8000,Trà sữa C2,QME2.Barriers,None
QME2 - Búp non 365_Do not like the flavor/The flavor do not taste good,9000,Búp non 365,QME2.Barriers,Do not like the flavor/The flavor do not taste good
QME2 - Búp non 365_Unhealthy,9000,Búp non 365,QME2.Barriers,Unhealthy
QME2 - Búp non 365_Do not trust in product quality,9000,Búp non 365,QME2.Barriers,Do not trust in product quality
QME2 - Búp non 365_Expensive than I expected,9000,Búp non 365,QME2.Barriers,Expensive than I expected
QME2 - Búp non 365_Too cheap,9000,Búp non 365,QME2.Barriers,Too cheap
QME2 - Búp non 365_Does not have enough flavour that I want to choose,9000,Búp non 365,QME2.Barriers,Does not have enough flavour that I want to choose
QME2 - Búp non 365_Has higher sugar than I needed,9000,Búp non 365,QME2.Barriers,Has higher sugar than I needed
QME2 - Búp non 365_Usually do not have sale promotion while other brands have,9000,Búp non 365,QME2.Barriers,Usually do not have sale promotion while other brands have
QME2 - Búp non 365_Do not want other people see when I drink/buy this brand,9000,Búp non 365,QME2.Barriers,Do not want other people see when I drink/buy this brand
QME2 - Búp non 365_Unpopular brands,9000,Búp non 365,QME2.Barriers,Unpopular brands
QME2 - Búp non 365_Do not like recent packaging designs,9000,Búp non 365,QME2.Barriers,Do not like recent packaging designs
"QME2 - Búp non 365_Does not elegant, premium",9000,Búp non 365,QME2.Barriers,"Does not elegant, premium"
QME2 - Búp non 365_Asked but the store does not sell it,9000,Búp non 365,QME2.Barriers,Asked but the store does not sell it
QME2 - Búp non 365_Not preserved in cool place,9000,Búp non 365,QME2.Barriers,Not preserved in cool place
QME2 - Búp non 365_None,9000,Búp non 365,QME2.Barriers,None
Q_TP1_C1_R1- C2_Advertising on TV,1,C2,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R1- C2_Advertising on Internet (website, Facebook, YouTube, etc)",1,C2,Q_TP1.Touchpoints,R1
"Q_TP1_C4_R1- C2_Outdoor billboard (2 side of the streets, on the building)",1,C2,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R1- C2_Transportation display (bus, car wrap)",1,C2,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R1- C2_Advertising on the LCD/ad frame in the office building,1,C2,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R1- C2_Events/ Activations,1,C2,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R1- C2_Product display in stores, supermarket, …",1,C2,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R1- C2_Poster in stores,1,C2,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R1- C2_Advertising on store sign/ light box,1,C2,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R1- C2_Promotion in stores, supermarket, …",1,C2,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R1- C2_Marketing staff/ PG,1,C2,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R1- C2_Recommended by seller,1,C2,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R1- C2_Recommended by friends/relatives,1,C2,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R1- C2_Seeing others use,1,C2,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R1- C2_Sampling/ Free sample trial,1,C2,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R1- C2_Advertising on newspaper, magazines",1,C2,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R1- C2_Advertising on radio,1,C2,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R1- C2_None of these,1,C2,Q_TP1.Touchpoints,None of these
Q_TP1_C1_R7- OLong Tea Plus_Advertising on TV,8,OLong Tea Plus,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R7- OLong Tea Plus_Advertising on Internet (website, Facebook, YouTube, etc)",8,OLong Tea Plus,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R7- OLong Tea Plus_Outdoor billboard (2 side of the streets, on the building)",8,OLong Tea Plus,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R7- OLong Tea Plus_Transportation display (bus, car wrap)",8,OLong Tea Plus,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R7- OLong Tea Plus_Advertising on the LCD/ad frame in the office building,8,OLong Tea Plus,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R7- OLong Tea Plus_Events/ Activations,8,OLong Tea Plus,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R7- OLong Tea Plus_Product display in stores, supermarket, …",8,OLong Tea Plus,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R7- OLong Tea Plus_Poster in stores,8,OLong Tea Plus,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R7- OLong Tea Plus_Advertising on store sign/ light box,8,OLong Tea Plus,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R7- OLong Tea Plus_Promotion in stores, supermarket, …",8,OLong Tea Plus,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R7- OLong Tea Plus_Marketing staff/ PG,8,OLong Tea Plus,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R7- OLong Tea Plus_Recommended by seller,8,OLong Tea Plus,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R7- OLong Tea Plus_Recommended by friends/relatives,8,OLong Tea Plus,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R7- OLong Tea Plus_Seeing others use,8,OLong Tea Plus,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R7- OLong Tea Plus_Sampling/ Free sample trial,8,OLong Tea Plus,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R7- OLong Tea Plus_Advertising on newspaper, magazines",8,OLong Tea Plus,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R7- OLong Tea Plus_Advertising on radio,8,OLong Tea Plus,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R7- OLong Tea Plus_None of these,8,OLong Tea Plus,Q_TP1.Touchpoints,None of these
Q_TP1_C1_R11- Không Độ_Advertising on TV,11,Không Độ,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R11- Không Độ_Advertising on Internet (website, Facebook, YouTube, etc)",11,Không Độ,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R11- Không Độ_Outdoor billboard (2 side of the streets, on the building)",11,Không Độ,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R11- Không Độ_Transportation display (bus, car wrap)",11,Không Độ,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R11- Không Độ_Advertising on the LCD/ad frame in the office building,11,Không Độ,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R11- Không Độ_Events/ Activations,11,Không Độ,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R11- Không Độ_Product display in stores, supermarket, …",11,Không Độ,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R11- Không Độ_Poster in stores,11,Không Độ,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R11- Không Độ_Advertising on store sign/ light box,11,Không Độ,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R11- Không Độ_Promotion in stores, supermarket, …",11,Không Độ,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R11- Không Độ_Marketing staff/ PG,11,Không Độ,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R11- Không Độ_Recommended by seller,11,Không Độ,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R11- Không Độ_Recommended by friends/relatives,11,Không Độ,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R11- Không Độ_Seeing others use,11,Không Độ,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R11- Không Độ_Sampling/ Free sample trial,11,Không Độ,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R11- Không Độ_Advertising on newspaper, magazines",11,Không Độ,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R11- Không Độ_Advertising on radio,11,Không Độ,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R11- Không Độ_None of these,11,Không Độ,Q_TP1.Touchpoints,None of these
Q_TP1_C1_R15- Trà Cozy đóng chai_Advertising on TV,15,Trà Cozy đóng chai,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R15- Trà Cozy đóng chai_Advertising on Internet (website, Facebook, YouTube, etc)",15,Trà Cozy đóng chai,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R15- Trà Cozy đóng chai_Outdoor billboard (2 side of the streets, on the building)",15,Trà Cozy đóng chai,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R15- Trà Cozy đóng chai_Transportation display (bus, car wrap)",15,Trà Cozy đóng chai,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R15- Trà Cozy đóng chai_Advertising on the LCD/ad frame in the office building,15,Trà Cozy đóng chai,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R15- Trà Cozy đóng chai_Events/ Activations,15,Trà Cozy đóng chai,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R15- Trà Cozy đóng chai_Product display in stores, supermarket, …",15,Trà Cozy đóng chai,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R15- Trà Cozy đóng chai_Poster in stores,15,Trà Cozy đóng chai,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R15- Trà Cozy đóng chai_Advertising on store sign/ light box,15,Trà Cozy đóng chai,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R15- Trà Cozy đóng chai_Promotion in stores, supermarket, …",15,Trà Cozy đóng chai,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R15- Trà Cozy đóng chai_Marketing staff/ PG,15,Trà Cozy đóng chai,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R15- Trà Cozy đóng chai_Recommended by seller,15,Trà Cozy đóng chai,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R15- Trà Cozy đóng chai_Recommended by friends/relatives,15,Trà Cozy đóng chai,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R15- Trà Cozy đóng chai_Seeing others use,15,Trà Cozy đóng chai,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R15- Trà Cozy đóng chai_Sampling/ Free sample trial,15,Trà Cozy đóng chai,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R15- Trà Cozy đóng chai_Advertising on newspaper, magazines",15,Trà Cozy đóng chai,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R15- Trà Cozy đóng chai_Advertising on radio,15,Trà Cozy đóng chai,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R15- Trà Cozy đóng chai_None of these,15,Trà Cozy đóng chai,Q_TP1.Touchpoints,None of these
Q_TP1_C1_R19- Dr. Thanh_Advertising on TV,19,Dr. Thanh,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R19- Dr. Thanh_Advertising on Internet (website, Facebook, YouTube, etc)",19,Dr. Thanh,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R19- Dr. Thanh_Outdoor billboard (2 side of the streets, on the building)",19,Dr. Thanh,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R19- Dr. Thanh_Transportation display (bus, car wrap)",19,Dr. Thanh,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R19- Dr. Thanh_Advertising on the LCD/ad frame in the office building,19,Dr. Thanh,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R19- Dr. Thanh_Events/ Activations,19,Dr. Thanh,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R19- Dr. Thanh_Product display in stores, supermarket, …",19,Dr. Thanh,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R19- Dr. Thanh_Poster in stores,19,Dr. Thanh,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R19- Dr. Thanh_Advertising on store sign/ light box,19,Dr. Thanh,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R19- Dr. Thanh_Promotion in stores, supermarket, …",19,Dr. Thanh,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R19- Dr. Thanh_Marketing staff/ PG,19,Dr. Thanh,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R19- Dr. Thanh_Recommended by seller,19,Dr. Thanh,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R19- Dr. Thanh_Recommended by friends/relatives,19,Dr. Thanh,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R19- Dr. Thanh_Seeing others use,19,Dr. Thanh,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R19- Dr. Thanh_Sampling/ Free sample trial,19,Dr. Thanh,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R19- Dr. Thanh_Advertising on newspaper, magazines",19,Dr. Thanh,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R19- Dr. Thanh_Advertising on radio,19,Dr. Thanh,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R19- Dr. Thanh_None of these,19,Dr. Thanh,Q_TP1.Touchpoints,None of these
Q_TP1_C1_R23- Trà Tea Go_Advertising on TV,23,Trà Tea Go,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R23- Trà Tea Go_Advertising on Internet (website, Facebook, YouTube, etc)",23,Trà Tea Go,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R23- Trà Tea Go_Outdoor billboard (2 side of the streets, on the building)",23,Trà Tea Go,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R23- Trà Tea Go_Transportation display (bus, car wrap)",23,Trà Tea Go,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R23- Trà Tea Go_Advertising on the LCD/ad frame in the office building,23,Trà Tea Go,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R23- Trà Tea Go_Events/ Activations,23,Trà Tea Go,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R23- Trà Tea Go_Product display in stores, supermarket, …",23,Trà Tea Go,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R23- Trà Tea Go_Poster in stores,23,Trà Tea Go,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R23- Trà Tea Go_Advertising on store sign/ light box,23,Trà Tea Go,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R23- Trà Tea Go_Promotion in stores, supermarket, …",23,Trà Tea Go,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R23- Trà Tea Go_Marketing staff/ PG,23,Trà Tea Go,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R23- Trà Tea Go_Recommended by seller,23,Trà Tea Go,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R23- Trà Tea Go_Recommended by friends/relatives,23,Trà Tea Go,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R23- Trà Tea Go_Seeing others use,23,Trà Tea Go,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R23- Trà Tea Go_Sampling/ Free sample trial,23,Trà Tea Go,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R23- Trà Tea Go_Advertising on newspaper, magazines",23,Trà Tea Go,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R23- Trà Tea Go_Advertising on radio,23,Trà Tea Go,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R23- Trà Tea Go_None of these,23,Trà Tea Go,Q_TP1.Touchpoints,None of these
Q_TP1_C1_R26- Trà sữa ít đường Vinamilk Happy Milktea_Advertising on TV,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R26- Trà sữa ít đường Vinamilk Happy Milktea_Advertising on Internet (website, Facebook, YouTube, etc)",261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R26- Trà sữa ít đường Vinamilk Happy Milktea_Outdoor billboard (2 side of the streets, on the building)",261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R26- Trà sữa ít đường Vinamilk Happy Milktea_Transportation display (bus, car wrap)",261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R26- Trà sữa ít đường Vinamilk Happy Milktea_Advertising on the LCD/ad frame in the office building,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R26- Trà sữa ít đường Vinamilk Happy Milktea_Events/ Activations,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R26- Trà sữa ít đường Vinamilk Happy Milktea_Product display in stores, supermarket, …",261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R26- Trà sữa ít đường Vinamilk Happy Milktea_Poster in stores,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R26- Trà sữa ít đường Vinamilk Happy Milktea_Advertising on store sign/ light box,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R26- Trà sữa ít đường Vinamilk Happy Milktea_Promotion in stores, supermarket, …",261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R26- Trà sữa ít đường Vinamilk Happy Milktea_Marketing staff/ PG,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R26- Trà sữa ít đường Vinamilk Happy Milktea_Recommended by seller,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R26- Trà sữa ít đường Vinamilk Happy Milktea_Recommended by friends/relatives,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R26- Trà sữa ít đường Vinamilk Happy Milktea_Seeing others use,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R26- Trà sữa ít đường Vinamilk Happy Milktea_Sampling/ Free sample trial,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R26- Trà sữa ít đường Vinamilk Happy Milktea_Advertising on newspaper, magazines",261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R26- Trà sữa ít đường Vinamilk Happy Milktea_Advertising on radio,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R26- Trà sữa ít đường Vinamilk Happy Milktea_None of these,261,Trà sữa ít đường Vinamilk Happy Milktea,Q_TP1.Touchpoints,None of these
Q_TP1_C1_R27- Trà lá vối Seventy_Advertising on TV,271,Trà lá vối Seventy,Q_TP1.Touchpoints,Advertising on TV
"Q_TP1_C2_R27- Trà lá vối Seventy_Advertising on Internet (website, Facebook, YouTube, etc)",271,Trà lá vối Seventy,Q_TP1.Touchpoints,"Advertising on Internet (website, Facebook, YouTube, etc)"
"Q_TP1_C4_R27- Trà lá vối Seventy_Outdoor billboard (2 side of the streets, on the building)",271,Trà lá vối Seventy,Q_TP1.Touchpoints,"Outdoor billboard (2 side of the streets, on the building)"
"Q_TP1_C5_R27- Trà lá vối Seventy_Transportation display (bus, car wrap)",271,Trà lá vối Seventy,Q_TP1.Touchpoints,"Transportation display (bus, car wrap)"
Q_TP1_C6_R27- Trà lá vối Seventy_Advertising on the LCD/ad frame in the office building,271,Trà lá vối Seventy,Q_TP1.Touchpoints,Advertising on the LCD/ad frame in the office building
Q_TP1_C7_R27- Trà lá vối Seventy_Events/ Activations,271,Trà lá vối Seventy,Q_TP1.Touchpoints,Events/ Activations
"Q_TP1_C8_R27- Trà lá vối Seventy_Product display in stores, supermarket, …",271,Trà lá vối Seventy,Q_TP1.Touchpoints,"Product display in stores, supermarket, …"
Q_TP1_C9_R27- Trà lá vối Seventy_Poster in stores,271,Trà lá vối Seventy,Q_TP1.Touchpoints,Poster in stores
Q_TP1_C10_R27- Trà lá vối Seventy_Advertising on store sign/ light box,271,Trà lá vối Seventy,Q_TP1.Touchpoints,Advertising on store sign/ light box
"Q_TP1_C11_R27- Trà lá vối Seventy_Promotion in stores, supermarket, …",271,Trà lá vối Seventy,Q_TP1.Touchpoints,"Promotion in stores, supermarket, …"
Q_TP1_C12_R27- Trà lá vối Seventy_Marketing staff/ PG,271,Trà lá vối Seventy,Q_TP1.Touchpoints,Marketing staff/ PG
Q_TP1_C13_R27- Trà lá vối Seventy_Recommended by seller,271,Trà lá vối Seventy,Q_TP1.Touchpoints,Recommended by seller
Q_TP1_C14_R27- Trà lá vối Seventy_Recommended by friends/relatives,271,Trà lá vối Seventy,Q_TP1.Touchpoints,Recommended by friends/relatives
Q_TP1_C15_R27- Trà lá vối Seventy_Seeing others use,271,Trà lá vối Seventy,Q_TP1.Touchpoints,Seeing others use
Q_TP1_C16_R27- Trà lá vối Seventy_Sampling/ Free sample trial,271,Trà lá vối Seventy,Q_TP1.Touchpoints,Sampling/ Free sample trial
"Q_TP1_C17_R27- Trà lá vối Seventy_Advertising on newspaper, magazines",271,Trà lá vối Seventy,Q_TP1.Touchpoints,"Advertising on newspaper, magazines"
Q_TP1_C18_R27- Trà lá vối Seventy_Advertising on radio,271,Trà lá vối Seventy,Q_TP1.Touchpoints,Advertising on radio
Q_TP1_C99_R27- Trà lá vối Seventy_None of these,271,Trà lá vối Seventy,Q_TP1.Touchpoints,None of these
